genero,title,vote_average,cast,director
Romance,the pallbearer,4.6,David Schwimmer Gwyneth Paltrow Michael Rapaport Toni Collette Carol Kane,Matt Reeves
Comedy,held up,4.9,Jamie Foxx Nia Long Barry Corbin John Cullum Jake Busey,Steve Rash
Comedy,woman on top,5.5,Pen\u00e9lope Cruz Murilo Benicio Mark Feuerstein John de Lancie Anne Ramsay,Fina Torres
Drama,woman on top,5.5,Pen\u00e9lope Cruz Murilo Benicio Mark Feuerstein John de Lancie Anne Ramsay,Fina Torres
Romance,woman on top,5.5,Pen\u00e9lope Cruz Murilo Benicio Mark Feuerstein John de Lancie Anne Ramsay,Fina Torres
Drama,howards end,6.9,Vanessa Redgrave Helena Bonham Carter Emma Thompson Prunella Scales Anthony Hopkins,James Ivory
Romance,howards end,6.9,Vanessa Redgrave Helena Bonham Carter Emma Thompson Prunella Scales Anthony Hopkins,James Ivory
Animation,anomalisa,7.0,David Thewlis Jennifer Jason Leigh Tom Noonan,Charlie Kaufman
Comedy,anomalisa,7.0,David Thewlis Jennifer Jason Leigh Tom Noonan,Charlie Kaufman
Drama,anomalisa,7.0,David Thewlis Jennifer Jason Leigh Tom Noonan,Charlie Kaufman
Romance,anomalisa,7.0,David Thewlis Jennifer Jason Leigh Tom Noonan,Charlie Kaufman
Comedy,another year,7.0,Jim Broadbent Lesley Manville Ruth Sheen Oliver Maltman Peter Wight,Mike Leigh
Drama,another year,7.0,Jim Broadbent Lesley Manville Ruth Sheen Oliver Maltman Peter Wight,Mike Leigh
Comedy,8 women,6.9,Catherine Deneuve Isabelle Huppert Emmanuelle B\u00e9art Fanny Ardant Virginie Ledoyen,Fran\u00e7ois Ozon
Thriller,8 women,6.9,Catherine Deneuve Isabelle Huppert Emmanuelle B\u00e9art Fanny Ardant Virginie Ledoyen,Fran\u00e7ois Ozon
Music,8 women,6.9,Catherine Deneuve Isabelle Huppert Emmanuelle B\u00e9art Fanny Ardant Virginie Ledoyen,Fran\u00e7ois Ozon
Crime,8 women,6.9,Catherine Deneuve Isabelle Huppert Emmanuelle B\u00e9art Fanny Ardant Virginie Ledoyen,Fran\u00e7ois Ozon
Mystery,8 women,6.9,Catherine Deneuve Isabelle Huppert Emmanuelle B\u00e9art Fanny Ardant Virginie Ledoyen,Fran\u00e7ois Ozon
Action,showdown in little tokyo,5.7,Dolph Lundgren Brandon Lee Cary-Hiroyuki Tagawa Tia Carrere Philip Tan,Mark L. Lester
Thriller,showdown in little tokyo,5.7,Dolph Lundgren Brandon Lee Cary-Hiroyuki Tagawa Tia Carrere Philip Tan,Mark L. Lester
Comedy,clay pigeons,6.3,Joaquin Phoenix Vince Vaughn Janeane Garofalo Gregory Sporleder Georgina Cates,David Dobkin
Crime,clay pigeons,6.3,Joaquin Phoenix Vince Vaughn Janeane Garofalo Gregory Sporleder Georgina Cates,David Dobkin
Drama,clay pigeons,6.3,Joaquin Phoenix Vince Vaughn Janeane Garofalo Gregory Sporleder Georgina Cates,David Dobkin
Thriller,clay pigeons,6.3,Joaquin Phoenix Vince Vaughn Janeane Garofalo Gregory Sporleder Georgina Cates,David Dobkin
Comedy,it's kind of a funny story,6.9,Keir Gilchrist Emma Roberts Zach Galifianakis Viola Davis Zo\u00eb Kravitz,Ryan Fleck
Drama,it's kind of a funny story,6.9,Keir Gilchrist Emma Roberts Zach Galifianakis Viola Davis Zo\u00eb Kravitz,Ryan Fleck
Comedy,made in dagenham,6.6,Sally Hawkins Bob Hoskins Miranda Richardson Geraldine James Simon Nehan,Nigel Cole
Drama,made in dagenham,6.6,Sally Hawkins Bob Hoskins Miranda Richardson Geraldine James Simon Nehan,Nigel Cole
History,made in dagenham,6.6,Sally Hawkins Bob Hoskins Miranda Richardson Geraldine James Simon Nehan,Nigel Cole
Drama,when did you last see your father?,6.9,Jim Broadbent Colin Firth Juliet Stevenson Gina McKee Sarah Lancashire,Anand Tucker
Drama,prefontaine,6.7,Jared Leto R. Lee Ermey Ed O'Neill Breckin Meyer Lindsay Crouse,Steve James
Romance,prefontaine,6.7,Jared Leto R. Lee Ermey Ed O'Neill Breckin Meyer Lindsay Crouse,Steve James
Drama,the wicked lady,4.3,Faye Dunaway John Gielgud Denholm Elliott Alan Bates Prunella Scales,Michael Winner
Adventure,the wicked lady,4.3,Faye Dunaway John Gielgud Denholm Elliott Alan Bates Prunella Scales,Michael Winner
Animation,the secret of kells,7.3,Evan McGuire Christen Mooney Brendan Gleeson Mick Lally Liam Hourican,Tomm Moore
Family,the secret of kells,7.3,Evan McGuire Christen Mooney Brendan Gleeson Mick Lally Liam Hourican,Tomm Moore
Fantasy,the secret of kells,7.3,Evan McGuire Christen Mooney Brendan Gleeson Mick Lally Liam Hourican,Tomm Moore
Comedy,begin again,7.3,Mark Ruffalo Keira Knightley Adam Levine Hailee Steinfeld Catherine Keener,John Carney
Music,begin again,7.3,Mark Ruffalo Keira Knightley Adam Levine Hailee Steinfeld Catherine Keener,John Carney
Romance,begin again,7.3,Mark Ruffalo Keira Knightley Adam Levine Hailee Steinfeld Catherine Keener,John Carney
Drama,begin again,7.3,Mark Ruffalo Keira Knightley Adam Levine Hailee Steinfeld Catherine Keener,John Carney
Drama,down in the valley,5.9,Edward Norton Evan Rachel Wood David Morse Rory Culkin Bruce Dern,David Jacobson
Romance,down in the valley,5.9,Edward Norton Evan Rachel Wood David Morse Rory Culkin Bruce Dern,David Jacobson
Drama,brooklyn rules,5.8,Alec Baldwin Paulo Araujo Daniel Tay Ty Thomas Reed Brian O'Neill,Michael Corrente
Action,brooklyn rules,5.8,Alec Baldwin Paulo Araujo Daniel Tay Ty Thomas Reed Brian O'Neill,Michael Corrente
Thriller,brooklyn rules,5.8,Alec Baldwin Paulo Araujo Daniel Tay Ty Thomas Reed Brian O'Neill,Michael Corrente
TV,restless,4.9,Hayley Atwell Rufus Sewell Michelle Dockery Michael Gambon Charlotte Rampling,Edward Hall
Movie,restless,4.9,Hayley Atwell Rufus Sewell Michelle Dockery Michael Gambon Charlotte Rampling,Edward Hall
Romance,restless,4.9,Hayley Atwell Rufus Sewell Michelle Dockery Michael Gambon Charlotte Rampling,Edward Hall
Drama,restless,4.9,Hayley Atwell Rufus Sewell Michelle Dockery Michael Gambon Charlotte Rampling,Edward Hall
Comedy,the singing detective,5.9,Robert Downey Jr. Robin Wright Mel Gibson Jeremy Northam Katie Holmes,Keith Gordon
Music,the singing detective,5.9,Robert Downey Jr. Robin Wright Mel Gibson Jeremy Northam Katie Holmes,Keith Gordon
Mystery,the singing detective,5.9,Robert Downey Jr. Robin Wright Mel Gibson Jeremy Northam Katie Holmes,Keith Gordon
Crime,the singing detective,5.9,Robert Downey Jr. Robin Wright Mel Gibson Jeremy Northam Katie Holmes,Keith Gordon
Drama,the land girls,7.0,Catherine McCormack Rachel Weisz Anna Friel Paul Bettany Steven Mackintosh,David Leland
Romance,the land girls,7.0,Catherine McCormack Rachel Weisz Anna Friel Paul Bettany Steven Mackintosh,David Leland
War,the land girls,7.0,Catherine McCormack Rachel Weisz Anna Friel Paul Bettany Steven Mackintosh,David Leland
Romance,fido,6.6,Billy Connolly Carrie-Anne Moss Dylan Baker Kesun Loder Henry Czerny,Andrew Currie
Comedy,fido,6.6,Billy Connolly Carrie-Anne Moss Dylan Baker Kesun Loder Henry Czerny,Andrew Currie
Drama,fido,6.6,Billy Connolly Carrie-Anne Moss Dylan Baker Kesun Loder Henry Czerny,Andrew Currie
Horror,fido,6.6,Billy Connolly Carrie-Anne Moss Dylan Baker Kesun Loder Henry Czerny,Andrew Currie
Comedy,the wendell baker story,5.2,Luke Wilson Eva Mendes Jacob Vargas Owen Wilson Kris Kristofferson,Luke Wilson
Drama,the wendell baker story,5.2,Luke Wilson Eva Mendes Jacob Vargas Owen Wilson Kris Kristofferson,Luke Wilson
Romance,the wendell baker story,5.2,Luke Wilson Eva Mendes Jacob Vargas Owen Wilson Kris Kristofferson,Luke Wilson
Action,wild target,6.4,Bill Nighy Emily Blunt Rupert Grint Rupert Everett Eileen Atkins,Jonathan Lynn
Comedy,wild target,6.4,Bill Nighy Emily Blunt Rupert Grint Rupert Everett Eileen Atkins,Jonathan Lynn
Crime,pathology,5.6,Milo Ventimiglia Alyssa Milano Michael Weston Lauren Lee Smith Johnny Whitworth,Marc Sch\u00f6lermann
Horror,pathology,5.6,Milo Ventimiglia Alyssa Milano Michael Weston Lauren Lee Smith Johnny Whitworth,Marc Sch\u00f6lermann
Thriller,pathology,5.6,Milo Ventimiglia Alyssa Milano Michael Weston Lauren Lee Smith Johnny Whitworth,Marc Sch\u00f6lermann
Drama,wuthering heights,6.9,Tom Hardy Charlotte Riley Andrew Lincoln Sarah Lancashire Burn Gorman,Coky Giedroyc
Action,10th & wolf,6.3,James Marsden Brian Dennehy Leo Rossi Dennis Hopper Giovanni Ribisi,Robert Moresco
Crime,10th & wolf,6.3,James Marsden Brian Dennehy Leo Rossi Dennis Hopper Giovanni Ribisi,Robert Moresco
Drama,10th & wolf,6.3,James Marsden Brian Dennehy Leo Rossi Dennis Hopper Giovanni Ribisi,Robert Moresco
Mystery,10th & wolf,6.3,James Marsden Brian Dennehy Leo Rossi Dennis Hopper Giovanni Ribisi,Robert Moresco
Thriller,10th & wolf,6.3,James Marsden Brian Dennehy Leo Rossi Dennis Hopper Giovanni Ribisi,Robert Moresco
Comedy,dear wendy,5.6,Jamie Bell Bill Pullman Michael Angarano Danso Gordon Alison Pill,Thomas Vinterberg
Crime,dear wendy,5.6,Jamie Bell Bill Pullman Michael Angarano Danso Gordon Alison Pill,Thomas Vinterberg
Drama,dear wendy,5.6,Jamie Bell Bill Pullman Michael Angarano Danso Gordon Alison Pill,Thomas Vinterberg
Romance,dear wendy,5.6,Jamie Bell Bill Pullman Michael Angarano Danso Gordon Alison Pill,Thomas Vinterberg
Drama,aloft,5.1,Jennifer Connelly M\u00e9lanie Laurent Cillian Murphy William Shimell Zen McGrath,Claudia Llosa
Science,akira,7.8,Mitsuo Iwata Nozomu Sasaki Mami Koyama Tesshou Genda Hiroshi Ohtake,Katsuhiro \u014ctomo
Fiction,akira,7.8,Mitsuo Iwata Nozomu Sasaki Mami Koyama Tesshou Genda Hiroshi Ohtake,Katsuhiro \u014ctomo
Animation,akira,7.8,Mitsuo Iwata Nozomu Sasaki Mami Koyama Tesshou Genda Hiroshi Ohtake,Katsuhiro \u014ctomo
Drama,the death and life of bobby z,5.8,Paul Walker Laurence Fishburne Olivia Wilde Jason Lewis Michael Bowen,John Herzfeld
Action,the death and life of bobby z,5.8,Paul Walker Laurence Fishburne Olivia Wilde Jason Lewis Michael Bowen,John Herzfeld
Thriller,the death and life of bobby z,5.8,Paul Walker Laurence Fishburne Olivia Wilde Jason Lewis Michael Bowen,John Herzfeld
Crime,the death and life of bobby z,5.8,Paul Walker Laurence Fishburne Olivia Wilde Jason Lewis Michael Bowen,John Herzfeld
Drama,the rocket: the legend of rocket richard,6.1,Roy Dupuis Michel Barrette R\u00e9my Girard Tony Calabretta Sean Avery,Charles Binam\u00e9
Action,swelter,4.6,Jean-Claude Van Damme Brad Carter Josh Henderson Alfred Molina Lennie James,Keith Parmer
Drama,swelter,4.6,Jean-Claude Van Damme Brad Carter Josh Henderson Alfred Molina Lennie James,Keith Parmer
Thriller,swelter,4.6,Jean-Claude Van Damme Brad Carter Josh Henderson Alfred Molina Lennie James,Keith Parmer
Comedy,my lucky star,4.3,Zhang Ziyi Leehom Wang Ruby Lin Yao Chen Ada Choi,Dennie Gordon
Romance,my lucky star,4.3,Zhang Ziyi Leehom Wang Ruby Lin Yao Chen Ada Choi,Dennie Gordon
Drama,imagine me & you,7.0,Piper Perabo Lena Headey Matthew Goode Celia Imrie Darren Boyd,Ol Parker
Comedy,imagine me & you,7.0,Piper Perabo Lena Headey Matthew Goode Celia Imrie Darren Boyd,Ol Parker
Romance,imagine me & you,7.0,Piper Perabo Lena Headey Matthew Goode Celia Imrie Darren Boyd,Ol Parker
Drama,mr. church,7.0,Eddie Murphy Britt Robertson Natascha McElhone Xavier Samuel Lucy Fry,Bruce Beresford
Thriller,swimming pool,6.4,Charlotte Rampling Ludivine Sagnier Charles Dance Jean-Marie Lamour Marc Fayolle,Fran\u00e7ois Ozon
Crime,swimming pool,6.4,Charlotte Rampling Ludivine Sagnier Charles Dance Jean-Marie Lamour Marc Fayolle,Fran\u00e7ois Ozon
Action,green street hooligans: underground,5.4,Scott Adkins Joey Ansah Kacey Clarke Mark Wingett Roberta Taylor,James Nunn
Drama,green street hooligans: underground,5.4,Scott Adkins Joey Ansah Kacey Clarke Mark Wingett Roberta Taylor,James Nunn
Action,the blood of heroes,5.9,Rutger Hauer Joan Chen Delroy Lindo Anna Katarina Vincent D'Onofrio,David Webb Peoples
Adventure,the blood of heroes,5.9,Rutger Hauer Joan Chen Delroy Lindo Anna Katarina Vincent D'Onofrio,David Webb Peoples
Science,the blood of heroes,5.9,Rutger Hauer Joan Chen Delroy Lindo Anna Katarina Vincent D'Onofrio,David Webb Peoples
Fiction,the blood of heroes,5.9,Rutger Hauer Joan Chen Delroy Lindo Anna Katarina Vincent D'Onofrio,David Webb Peoples
Action,code of honor,4.1,Steven Seagal Craig Sheffer Louis Mandylor Helena Mattsson Griff Furst,Michael Winnick
Crime,code of honor,4.1,Steven Seagal Craig Sheffer Louis Mandylor Helena Mattsson Griff Furst,Michael Winnick
Thriller,code of honor,4.1,Steven Seagal Craig Sheffer Louis Mandylor Helena Mattsson Griff Furst,Michael Winnick
Comedy,driving miss daisy,7.0,Morgan Freeman Jessica Tandy Dan Aykroyd Patti LuPone Esther Rolle,Bruce Beresford
Drama,driving miss daisy,7.0,Morgan Freeman Jessica Tandy Dan Aykroyd Patti LuPone Esther Rolle,Bruce Beresford
Comedy,soul food,6.6,Vivica A. Fox Nia Long Michael Beach Mekhi Phifer Brandon Hammond,"George Tillman, Jr."
Drama,soul food,6.6,Vivica A. Fox Nia Long Michael Beach Mekhi Phifer Brandon Hammond,"George Tillman, Jr."
Crime,rumble in the bronx,6.5,Jackie Chan Anita Mui Fran\u00e7oise Yip Bill Tung Marc Akerstream,Stanley Tong
Action,rumble in the bronx,6.5,Jackie Chan Anita Mui Fran\u00e7oise Yip Bill Tung Marc Akerstream,Stanley Tong
Comedy,rumble in the bronx,6.5,Jackie Chan Anita Mui Fran\u00e7oise Yip Bill Tung Marc Akerstream,Stanley Tong
Thriller,rumble in the bronx,6.5,Jackie Chan Anita Mui Fran\u00e7oise Yip Bill Tung Marc Akerstream,Stanley Tong
Drama,far from men,6.6,Viggo Mortensen Reda Kateb Djemel Barek Vincent Martin Nicolas Giraud,David Oelhoffen
War,far from men,6.6,Viggo Mortensen Reda Kateb Djemel Barek Vincent Martin Nicolas Giraud,David Oelhoffen
Comedy,thank you for smoking,7.1,Aaron Eckhart Maria Bello Cameron Bright Adam Brody Sam Elliott,Jason Reitman
Drama,thank you for smoking,7.1,Aaron Eckhart Maria Bello Cameron Bright Adam Brody Sam Elliott,Jason Reitman
Horror,hostel: part ii,5.6,Lauren German Bijou Phillips Heather Matarazzo Richard Burgi Roger Bart,Eli Roth
Drama,an education,6.8,Carey Mulligan Olivia Williams Peter Sarsgaard Alfred Molina Cara Seymour,Lone Scherfig
Romance,an education,6.8,Carey Mulligan Olivia Williams Peter Sarsgaard Alfred Molina Cara Seymour,Lone Scherfig
Comedy,shopgirl,5.7,Steve Martin Claire Danes Jason Schwartzman Bridgette Wilson Frances Conroy,Anand Tucker
Drama,shopgirl,5.7,Steve Martin Claire Danes Jason Schwartzman Bridgette Wilson Frances Conroy,Anand Tucker
Romance,shopgirl,5.7,Steve Martin Claire Danes Jason Schwartzman Bridgette Wilson Frances Conroy,Anand Tucker
Comedy,the hotel new hampshire,5.8,Rob Lowe Jodie Foster Paul McCrane Beau Bridges Seth Green,Tony Richardson
Drama,the hotel new hampshire,5.8,Rob Lowe Jodie Foster Paul McCrane Beau Bridges Seth Green,Tony Richardson
Action,narc,6.8,Jason Patric Ray Liotta Chi McBride Busta Rhymes Lloyd Adams,Joe Carnahan
Crime,narc,6.8,Jason Patric Ray Liotta Chi McBride Busta Rhymes Lloyd Adams,Joe Carnahan
Drama,narc,6.8,Jason Patric Ray Liotta Chi McBride Busta Rhymes Lloyd Adams,Joe Carnahan
Thriller,narc,6.8,Jason Patric Ray Liotta Chi McBride Busta Rhymes Lloyd Adams,Joe Carnahan
Comedy,men with brooms,4.5,Paul Gross Molly Parker Leslie Nielsen Polly Shannon Peter Outerbridge,Paul Gross
Action,witless protection,4.0,Larry the Cable Guy Ivana Mili\u010devi\u0107 Jenny McCarthy Yaphet Kotto Peter Stormare,Charles Robert Carner
Adventure,witless protection,4.0,Larry the Cable Guy Ivana Mili\u010devi\u0107 Jenny McCarthy Yaphet Kotto Peter Stormare,Charles Robert Carner
Comedy,witless protection,4.0,Larry the Cable Guy Ivana Mili\u010devi\u0107 Jenny McCarthy Yaphet Kotto Peter Stormare,Charles Robert Carner
Crime,witless protection,4.0,Larry the Cable Guy Ivana Mili\u010devi\u0107 Jenny McCarthy Yaphet Kotto Peter Stormare,Charles Robert Carner
Drama,the work and the glory,6.1,Sam Hennings Brenda Strong Eric Johnson Alexander Carroll Tiffany Dupont,Russell Holt
Romance,the work and the glory,6.1,Sam Hennings Brenda Strong Eric Johnson Alexander Carroll Tiffany Dupont,Russell Holt
Comedy,extract,5.7,Jason Bateman Mila Kunis Kristen Wiig Ben Affleck J.K. Simmons,Mike Judge
Drama,masked and anonymous,5.2,Bob Dylan Jeff Bridges Pen\u00e9lope Cruz John Goodman Jessica Lange,Larry Charles
Music,masked and anonymous,5.2,Bob Dylan Jeff Bridges Pen\u00e9lope Cruz John Goodman Jessica Lange,Larry Charles
Drama,betty fisher and other stories,7.0,Sandrine Kiberlain Nicole Garcia Mathilde Seigner Luck Mervil St\u00e9phane Freiss,Claude Miller
Thriller,betty fisher and other stories,7.0,Sandrine Kiberlain Nicole Garcia Mathilde Seigner Luck Mervil St\u00e9phane Freiss,Claude Miller
Crime,betty fisher and other stories,7.0,Sandrine Kiberlain Nicole Garcia Mathilde Seigner Luck Mervil St\u00e9phane Freiss,Claude Miller
Foreign,betty fisher and other stories,7.0,Sandrine Kiberlain Nicole Garcia Mathilde Seigner Luck Mervil St\u00e9phane Freiss,Claude Miller
Drama,code 46,6.2,Tim Robbins Samantha Morton Nabil Elouahabi Om Puri Emil Marwa,Michael Winterbottom
Romance,code 46,6.2,Tim Robbins Samantha Morton Nabil Elouahabi Om Puri Emil Marwa,Michael Winterbottom
Science,code 46,6.2,Tim Robbins Samantha Morton Nabil Elouahabi Om Puri Emil Marwa,Michael Winterbottom
Fiction,code 46,6.2,Tim Robbins Samantha Morton Nabil Elouahabi Om Puri Emil Marwa,Michael Winterbottom
Thriller,code 46,6.2,Tim Robbins Samantha Morton Nabil Elouahabi Om Puri Emil Marwa,Michael Winterbottom
Comedy,outside bet,5.8,Bob Hoskins Jenny Agutter Phil Davis Vincent Regan Calum MacNab,Sacha Bennett
Drama,albert nobbs,6.2,Glenn Close Mia Wasikowska Aaron Taylor-Johnson Pauline Collins Brendan Gleeson,Rodrigo Garc\u00eda
Drama,black november,6.4,Razaaq Adoti Sarah Wayne Callies Mickey Rourke Kim Basinger Anne Heche,Jeta Amata
Action,black november,6.4,Razaaq Adoti Sarah Wayne Callies Mickey Rourke Kim Basinger Anne Heche,Jeta Amata
Crime,black november,6.4,Razaaq Adoti Sarah Wayne Callies Mickey Rourke Kim Basinger Anne Heche,Jeta Amata
Family,ta ra rum pum,6.0,Saif Ali Khan Rani Mukerji Angelina Idnani Angelina Idnani Master Ali Haji,Siddharth Anand
Comedy,ta ra rum pum,6.0,Saif Ali Khan Rani Mukerji Angelina Idnani Angelina Idnani Master Ali Haji,Siddharth Anand
Romance,ta ra rum pum,6.0,Saif Ali Khan Rani Mukerji Angelina Idnani Angelina Idnani Master Ali Haji,Siddharth Anand
Animation,persepolis,7.7,Chiara Mastroianni Danielle Darrieux Catherine Deneuve Simon Abkarian Gabrielle Lopes Benites,Vincent Paronnaud
Drama,persepolis,7.7,Chiara Mastroianni Danielle Darrieux Catherine Deneuve Simon Abkarian Gabrielle Lopes Benites,Vincent Paronnaud
Thriller,the hole,5.6,Chris Massoglia Haley Bennett Nathan Gamble Bruce Dern Teri Polo,Joe Dante
Adventure,the hole,5.6,Chris Massoglia Haley Bennett Nathan Gamble Bruce Dern Teri Polo,Joe Dante
Fantasy,the hole,5.6,Chris Massoglia Haley Bennett Nathan Gamble Bruce Dern Teri Polo,Joe Dante
Drama,the wave,7.5,J\u00fcrgen Vogel Frederick Lau Max Riemelt Jennifer Ulrich Christiane Paul,Dennis Gansel
Thriller,the wave,7.5,J\u00fcrgen Vogel Frederick Lau Max Riemelt Jennifer Ulrich Christiane Paul,Dennis Gansel
Thriller,the neon demon,6.4,Elle Fanning Karl Glusman Jena Malone Bella Heathcote Abbey Lee,Nicolas Winding Refn
Horror,the neon demon,6.4,Elle Fanning Karl Glusman Jena Malone Bella Heathcote Abbey Lee,Nicolas Winding Refn
Thriller,harry brown,6.7,Michael Caine Emily Mortimer Iain Glen Lee Oakes Liam Cunningham,Daniel Barber
Crime,harry brown,6.7,Michael Caine Emily Mortimer Iain Glen Lee Oakes Liam Cunningham,Daniel Barber
Drama,harry brown,6.7,Michael Caine Emily Mortimer Iain Glen Lee Oakes Liam Cunningham,Daniel Barber
Action,harry brown,6.7,Michael Caine Emily Mortimer Iain Glen Lee Oakes Liam Cunningham,Daniel Barber
Horror,the omega code,4.4,Casper Van Dien Michael York Catherine Oxenberg Michael Ironside Jan T\u0159\u00edska,Robert Marcarelli
Thriller,the omega code,4.4,Casper Van Dien Michael York Catherine Oxenberg Michael Ironside Jan T\u0159\u00edska,Robert Marcarelli
Comedy,juno,7.0,Ellen Page Michael Cera Jennifer Garner Jason Bateman Allison Janney,Jason Reitman
Drama,juno,7.0,Ellen Page Michael Cera Jennifer Garner Jason Bateman Allison Janney,Jason Reitman
Romance,juno,7.0,Ellen Page Michael Cera Jennifer Garner Jason Bateman Allison Janney,Jason Reitman
Action,pound of flesh,5.5,Jean-Claude Van Damme John Ralston Darren Shahlavi Aki Aleong Jason Tobin,Ernie Barbarash
Adventure,diamonds are forever,6.3,Sean Connery Jill St. John Charles Gray Lana Wood Jimmy Dean,Guy Hamilton
Action,diamonds are forever,6.3,Sean Connery Jill St. John Charles Gray Lana Wood Jimmy Dean,Guy Hamilton
